Warcraft,,0,0,0,0.27,0.26,0
Romance,,0,0,0,0.23,0.26,0
Chair,,0,0,0,0.4,0.4,0
Door,,0,0,0,0.2,0.2,0
Camera,,0,0,0,0.2,0.15,0
