comp,,0,0,0,0.7,0.45,0
lapR,,0,0,0,0.4,0.25,0
tv,,0,0,0,1.3,0.7,0
lapL,,0,0,0,0.5,0.3,0
50shades,,0,0,0,0.25,0.3,0
twilight,,0,0,0,0.55,0.4,0
tv_2,,0,0,0,1.4,0.8,0
door,,0,0,0,.75,2.5,0
door_2,,0,0,0,.25,2.5,0
